"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2009",12.853870535,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2010",13.214076519,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2011",13.482478254,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2012",14.036651583,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2013",12.35988144,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2014",12.166719729,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2015",11.410124711,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2016",10.832768698,
"RUS","MEATCONSUMP","BEEF","KG_CAP","A","2017",10.714651752,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1990",3.01706841,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1991",3.451533157,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1992",3.532106277,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.987030508,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1994",2.096590013,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1995",3.611378737,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1996",2.456750818,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1997",2.318383904,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1998",2.886823397,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","1999",2.063883182,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2000",2.799659565,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2001",1.769159674,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2002",2.660804029,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2003",2.508302382,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2004",3.154461458,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2005",3.012594037,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2006",3.776391079,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2007",4.064990321,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.884909817,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2009",4.15098451,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2010",4.375318247,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2011",4.410240371,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2012",4.494178424,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2013",4.193947915,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2014",4.14036168,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2015",3.978035704,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2016",3.598650817,
"SAU","MEATCONSUMP","BEEF","KG_CAP","A","2017",3.487399972,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1990",13.39971699,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1991",13.494496086,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1992",12.769246091,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1993",11.516073841,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1994",9.968730014,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1995",9.829360193,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1996",9.349978904,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1997",8.979088577,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1998",8.834381429,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","1999",10.424158252,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2000",8.495834382,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2001",9.25522865,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2002",9.161930174,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2003",9.020640251,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2004",9.622305963,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2005",10.383847377,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2006",11.646541788,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2007",11.553596768,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2008",10.899329673,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2009",10.670363182,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2010",11.498415761,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2011",11.131841149,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2012",11.134408001,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2013",12.267844096,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2014",12.655539783,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2015",12.532983159,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2016",11.52463656,
"ZAF","MEATCONSUMP","BEEF","KG_CAP","A","2017",10.737484897,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1990",3.914883218,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1991",3.898826759,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1992",3.826710352,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1993",4.044536513,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1994",3.257462464,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1995",4.224395275,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1996",3.76000722,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1997",3.27129519,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1998",2.863456063,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","1999",2.564354404,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2000",2.455882853,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2001",2.546154524,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2002",2.61333869,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2003",2.67766513,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2004",2.839094002,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2005",3.307581179,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2006",3.071754304,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2007",1.947346303,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2008",2.145618146,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2009",2.144056629,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2010",2.202452443,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2011",1.964476001,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2012",1.984689306,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2013",1.837186274,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2014",1.773113796,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2015",1.695618203,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2016",1.700520008,
"THA","MEATCONSUMP","BEEF","KG_CAP","A","2017",1.733841318,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","1992",20.715781351,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","1993",17.543650772,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","1994",15.857189248,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","1995",13.498505431,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","1996",11.023225115,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","1997",10.918842424,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","1998",9.585837976,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","1999",9.210227007,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2000",9.021583995,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2001",7.691701569,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2002",8.512512457,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2003",8.49524354,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2004",8.004220334,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2005",8.249179029,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2006",8.840774573,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2007",7.998382003,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2008",7.584932116,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2009",6.798283977,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2010",6.420068126,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2011",6.11219813,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2012",5.95413744,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2013",6.501996378,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2014",6.210097816,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2015",6.048463786,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2016",5.726320143,
"UKR","MEATCONSUMP","BEEF","KG_CAP","A","2017",5.437229998,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1990",1.686291578,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1991",1.661251233,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1992",1.70169108,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.647731748,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1994",1.663702464,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1995",1.67504322,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1996",1.609476404,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1997",1.4847602,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1998",1.456910706,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","1999",1.576679236,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2000",1.61094352,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2001",1.678631225,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2002",1.719865717,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2003",1.736243568,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2004",1.881286989,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2005",2.194973614,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2006",2.377141036,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2007",3.316405935,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2008",4.194900301,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2009",4.965473634,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2010",4.643305398,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2011",6.395703188,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2012",6.626706035,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2013",8.515542021,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2014",10.133640123,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2015",9.787617042,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2016",9.700085448,
"VNM","MEATCONSUMP","BEEF","KG_CAP","A","2017",9.93282521,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1990",6.514231254,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1991",6.610210036,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1992",6.890578415,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1993",6.795100451,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1994",6.876731918,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1995",6.831643512,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1996",6.748369429,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1997",6.812950284,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1998",6.746765539,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","1999",6.792175959,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2000",6.708744287,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2001",6.501346866,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2002",6.682826551,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2003",6.630166354,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2004",6.666880196,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2005",6.665174195,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2006",6.809570506,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2007",6.889891203,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2008",6.738349348,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2009",6.625216541,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2010",6.579511097,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2011",6.428106967,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2012",6.429576466,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2013",6.478063046,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2014",6.36468168,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2015",6.33904533,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2016",6.378674575,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2017",6.410809303,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1990",15.174885516,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1991",15.855693368,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1992",15.815822804,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1993",15.710804615,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1994",16.19867004,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1995",15.93800732,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1996",15.689011199,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1997",15.788587419,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1998",16.003253087,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","1999",16.239793742,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2000",16.034345375,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2001",15.371485062,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2002",15.929380861,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2003",15.555328859,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2004",15.73909398,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2005",15.490889986,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2006",15.530331201,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2007",15.629574699,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2008",15.155771335,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2009",14.808664866,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2010",14.796897984,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2011",14.349015366,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2012",14.248748776,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2013",14.174170541,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2014",13.885640693,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2015",13.791730078,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2016",14.205534724,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2017",14.507768572,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1990",2.45200553,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1991",2.50332421,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1992",3.803898853,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1993",3.820432952,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1994",3.923547024,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1995",4.144613695,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1996",4.191946171,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1997",4.270878033,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1998",4.186355473,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","1999",4.232154256,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2000",4.155793372,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2001",4.215669131,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2002",4.348584528,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2003",4.437349272,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2004",4.373489462,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2005",4.431731912,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2006",4.564263203,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2007",4.591453925,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2008",4.425236211,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2009",4.365250809,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2010",4.416359064,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2011",4.270641528,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2012",4.308346824,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2013",4.341103055,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2014",4.192414016,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2015",4.333941843,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2016",4.356349124,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2017",4.363943478,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1990",13.322622537,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1991",13.231233218,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1992",13.179739909,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1993",13.336738561,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1994",13.432336529,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1995",12.710369064,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1996",11.742112895,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1997",12.019588286,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1998",12.350990783,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","1999",12.568408277,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2000",11.888327524,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2001",11.349289538,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2002",11.988622018,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2003",11.86111856,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2004",12.102003825,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2005",12.018975693,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2006",12.077141771,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2007",12.109624752,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2008",11.618857179,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2009",11.506258427,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2010",11.368432131,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2011",11.1077498,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2012",10.761161007,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2013",10.458405561,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2014",10.611019516,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2015",10.702081634,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2016",10.93803317,
"EU28","MEATCONSUMP","BEEF","KG_CAP","A","2017",10.884593724,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1990",12.641362962,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1991",12.97457474,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1992",13.14135479,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1993",13.379153691,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1994",14.417231282,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1995",14.103581898,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1996",14.381758149,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1997",14.263333445,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1998",14.58508692,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","1999",13.947432769,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2000",14.277046082,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2001",13.728118378,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2002",13.78700133,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2003",14.078419625,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2004",14.214316689,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2005",14.278923245,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2006",13.667710948,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2007",13.938469564,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2008",14.38421439,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2009",13.527767765,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2010",12.909792263,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2011",13.219891685,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2012",13.586866499,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2013",13.690346125,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2014",12.532796167,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2015",13.835142108,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2016",13.938550011,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2017",13.427652003,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1990",18.19831833,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1991",18.406052983,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1992",18.125568668,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1993",17.375685608,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1994",15.794213134,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1995",15.622466432,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1996",15.495594291,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1997",15.605138039,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1998",15.542092955,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","1999",15.37282672,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2000",14.205109395,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2001",14.124534198,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2002",14.16367868,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2003",14.372875482,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2004",14.295935677,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2005",14.409397051,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2006",14.692660044,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2007",14.453398985,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2008",14.968279945,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2009",14.863292493,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2010",15.212294564,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2011",15.319269922,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2012",14.834077971,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2013",15.199688785,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2014",15.076048287,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2015",14.664379939,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2016",14.057285565,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2017",14.452571701,
